German,Arabic,Pronunciation,Article,Plural,Type,Level,Tags,Status,Mastery,Quality Issues
ohne (+ A.),بدون (+ أ.),وهنه (+ ا.),,,phrase,,,new,0,
okay,نعم,وكاي,,,word,,,new,0,
online,متصل,ونلينه,,,word,,,new,0,
orange,البرتقالي,ورانغه,,,word,,,new,0,
Orangensaft,عصير البرتقال,ورانغنزافت,,,word,,,new,0,
ordentlich,منظم,وردنتليش,,,word,,,new,0,
ordnen,يرتب,وردنن,,,word,,,new,0,
organisieren,تنظم,ورغانيزيرن,,,word,,,new,0,
orientieren,شرقي,ورينتيرن,,,word,,,new,0,
originell,إبداعي,وريغينلل,,,word,,,new,0,
paar,زوج,باار,,,word,,,new,0,
packen,علية,باكن,,,word,,,new,0,
passen,ملائم,باززن,,,word,,,new,0,
passend,ملائم,باززند,,,word,,,new,0,
passieren,يحدث,باززيرن,,,word,,,new,0,
peinlich,محرج,بآينليش,,,word,,,new,0,
persönlich,شخصي,برزونليش,,,word,,,new,0,
pflegen,يحافظ على,بفلِغن,,,word,,,new,0,
Physik,الفيزياء,فيزيك,,,word,,,learning,33,
plus,زائد,بلوز,,,word,,,new,0,
plötzlich,فجأة,بلوِتسليش,,,word,,,new,0,
Polen,بولندا,بولن,,,word,,,new,0,
Polnisch,بولندي,بولنيش,,,word,,,new,0,
populär,شائع,بوبولير,,,word,,,new,0,
Portugal,البرتغال,بورتوغال,,,word,,,new,0,
Portugiesisch,البرتغالية,بورتوغيزيش,,,word,,,new,0,
positiv,إيجابي,بوزيتيف,,,word,,,new,0,
posten,بريد,بوزتن,,,word,,,new,0,
praktisch,عملي,براكتيش,,,word,,,new,0,
preiswert,غير مكلف,برآيزفرت,,,word,,,new,0,
privat,خاص,بريفات,,,word,,,new,0,
pro,لكل,برو,,,word,,,new,0,
probieren,جرِّب أو حاول,بروبيرن,,,word,,,new,0,
problemlos,لا مشكلة,بروبلِملوز,,,word,,,new,0,
professionell,احترافي,بروفِززيونلل,,,word,,,new,0,
programmieren,برنامج,بروغرامميرن,,,word,,,new,0,
prost,هتافات!,بروزت,,,word,,,new,0,
präsentieren,حاضر,بريزنتيرن,,,word,,,new,0,
prüfen,يفحص,بروفن,,,word,,,new,0,
pünktlich,في الوقت المحدد,بونكتليش,,,word,,,new,0,
qm,متر مربع,كم,,,word,,,new,0,
raten,يخمن,راتن,,,word,,,new,0,
rauchen,دخان,رآوشن,,,word,,,new,0,
rausgehen,الخروج,رآوزغههن,,,word,,,new,0,
reagieren,رد الفعل,رِاغيرن,,,word,,,new,0,
real,حقيقي,رِال,,,word,,,new,0,
recherchieren,بحث,رِشرشيرن,,,word,,,new,0,
rechts,يمين,رِشتز,,,word,,,new,0,
reden,يتحدث,رِدن,,,word,,,new,0,
reflexiv,انعكاسي,رِفلِكسيف,,,word,,,new,0,
regelmäßig,بانتظام,رِغلميسيغ,,,word,,,new,0,
regnen,مطر,رِغنن,,,word,,,new,0,
reisen,يسافر,رآيزن,,,word,,,new,0,
reiten,يركب,رآيتن,,,word,,,new,0,
renovieren,تجديد,رنوفيرن,,,word,,,new,0,
renoviert,تم تجديده,رنوفيرت,,,word,,,new,0,
reservieren,احتياطي,رِزرفيرن,,,word,,,new,0,
richtig,صحيح,ريشتيغ,,,word,,,new,0,
riechen,يشم,ريشن,,,word,,,new,0,
riesig,عملاق,ريزيغ,,,word,,,new,0,
romantisch,رومانسي,رومانتيش,,,word,,,due,0,
rot,أحمر,روت,,,word,,,new,0,
rufen,يتصل,روفن,,,word,,,new,0,
ruhig,هادئ,روهيغ,,,word,,,new,0,
rund,حول,روند,,,word,,,new,0,
rund um,حول,روند وم,,,phrase,,,new,0,
runterladen,تحميل,رونترلادن,,,word,,,new,0,
Russisch,الروسية,روززيش,,,word,,,new,0,
Russland,روسيا,روززلاند,,,word,,,new,0,
Rätoromanisch,الرومانشية,ريتورومانيش,,,word,,,new,0,
sagen,يقول,زاغن,,,word,,,new,0,
salzig,مالح,زالتسيغ,,,word,,,new,0,
sammeln,يجمع,زامملن,,,word,,,new,0,
samstags,أيام السبت,زامزتاغز,,,word,,,new,0,
Sandwich,شطيرة,زاندفيش,,,word,,,new,0,
satt,ممتلىء,زاتت,,,word,,,new,0,
sauber,ينظف,زآوبر,,,word,,,new,0,
sauber machen,تنظيف,زآوبر ماخن,,,phrase,,,new,0,
schade,سيئة للغاية,شاده,,,word,,,new,0,
scharf,حاد,شارف,,,word,,,new,0,
schauen,ينظر,شآون,,,word,,,new,0,
scheinen,يبدو,شآينن,,,word,,,new,0,
schenken,يعطي,شنكن,,,word,,,new,0,
schicken,يرسل,شيكن,,,word,,,new,0,
schlafen,ينام,شلافن,,,word,,,new,0,
schlecht,سيء,شلِشت,,,word,,,new,0,
schließen,يغلق,شليسن,,,word,,,new,0,
schmücken,تزيين,شموكن,,,word,,,new,0,
schneiden,يقطع,شنآيدن,,,word,,,new,0,
schneien,ثلج,شنآين,,,word,,,new,0,
schnell,سريع,شنلل,,,word,,,new,0,
schrecklich,رهيب,شرِكليش,,,word,,,new,0,
schreiben,يكتب,شرآيبن,,,word,,,new,0,
schwanger,حامل,شفانغر,,,word,,,new,0,
schwarz,أسود,شفارتس,,,word,,,new,0,
schwierig,صعب,شفيريغ,,,word,,,new,0,
schwimmen,للسباحة,شفيممن,,,word,,,new,0,
schälen,قشر,شيلن,,,word,,,new,0,
schön,لطيف - جيد,شون,,,word,,,new,0,
schütten,صب,شوتتن,,,word,,,new,0,
sechs,ستة,زِشز,,,word,,,new,0,
sechzehn,ستة عشر,زِشتسِهن,,,word,,,new,0,
sechzig,ستون,زِشتسيغ,,,word,,,new,0,
segeln,الإبحار,زِغلن,,,word,,,new,0,
sehen,يرى,زِهن,,,word,,,new,0,
sehr,جداً,زير,,,word,,,new,0,
sein,يكون,زآين,,,word,,,new,0,
seit (+D.),منذ (+D.),زآيت (+د.),,,phrase,,,new,0,
selbstständig,العاملون لحسابهم الخاص,زلبزتزتينديغ,,,word,,,new,0,
selten,نادرًا,زلتن,,,word,,,new,0,
senden,يرسل,زندن,,,word,,,new,0,
Serbisch,الصربية,زربيش,,,word,,,new,0,
servieren,يخدم,زرفيرن,,,word,,,new,0,
shoppen,التسوق,زهوببن,,,word,,,new,0,
shoppen gehen,اذهب للتسوق,زهوببن غههن,,,phrase,,,new,0,
sich,نفسها,زيش,,,word,,,new,0,
Sie,هي,زي,,,word,,,new,0,
sieben,سبعة,زيبن,,,word,,,new,0,
siebzehn,سبعة عشر,زيبتسِهن,,,word,,,new,0,
siebzig,سبعون,زيبتسيغ,,,word,,,new,0,
singen,يغني,زينغن,,,word,,,new,0,
sitzen,يجلس,زيتسن,,,word,,,new,0,
so,لذا,زو,,,word,,,new,0,
so ein,مثل هذا,زو آين,,,phrase,,,new,0,
sonnig,مشمس,زوننيغ,,,word,,,new,0,
sonst,خلاف ذلك,زونزت,,,word,,,new,0,
sozial,اجتماعي,زوتسيال,,,word,,,new,0,
Sozialkunde,العلوم الإجتماعية,زوتسيالكونده,,,word,,,new,0,
Spanien,إسبانيا,شبانين,,,word,,,new,0,
spannend,مثير,شباننند,,,word,,,new,0,
spazieren gehen,اذهب في نزهة,شباتسيرن غههن,,,phrase,,,new,0,
speichern,يحفظ,شبآيشرن,,,word,,,new,0,
sperren,إغلاق,شبررن,,,word,,,new,0,
spontan,تلقائي,شبونتان,,,word,,,new,0,
sportlich,رياضي,شبورتليش,,,word,,,new,0,
sprechen,يتكلم,شبرِشن,,,word,,,new,0,
spät,متأخر,شبيت,,,word,,,new,0,
später,لاحقاً,شبيتر,,,word,,,new,0,
spätestens,على أقصى تقدير,شبيتهزتنز,,,word,,,new,0,
stehen,يقف,شتههن,,,word,,,new,0,
stellen,مكان,شتللن,,,word,,,new,0,
still,ما زال,شتيلل,,,word,,,new,0,
stimmen,أصوات,شتيممن,,,word,,,new,0,
stolz,فخور,شتولتس,,,word,,,new,0,
streiten,يجادل,شترآيتن,,,word,,,new,0,
stressig,مرهق,شترِززيغ,,,word,,,new,0,
strukturieren,بناء,شتروكتوريرن,,,word,,,new,0,
Stuhl,كرسي,شتوهل,,,word,,,new,0,
stören,يزعج,شتورن,,,word,,,new,0,
suchen,يطلب,زوخن,,,word,,,new,0,
super,ممتاز,زوبر,,,word,,,new,0,
supernett,رائع للغاية,زوبرنِتت,,,word,,,new,0,
Süd-,جنوب-,زود-,,,word,,,new,0,
Südamerika,أمريكا الجنوبية,زودامريكا,,,word,,,new,0,
süß,حلو,زوس,,,word,,,new,0,
tanzen,الرقص,تانتسن,,,word,,,new,0,
tatsächlich,في الحقيقة,تاتزيشليش,,,word,,,new,0,
tauschen,للتبادل,تآوشن,,,word,,,new,0,
tausend,ألف,تآوزند,,,word,,,new,0,
tausend Dank,شكراً جزيلاً,تآوزند دانك,,,phrase,,,new,0,
teilen,ينقسم,تآيلن,,,word,,,new,0,
teilnehmen,يشارك,تآيلنِهمن,,,word,,,new,0,
telefonieren,قم بإجراء مكالمة هاتفية,تلِفونيرن,,,word,,,new,0,
Tennis,التنس,تننيز,,,word,,,new,0,
teuer,غالي,تأوير,,,word,,,new,0,
Thailand,تايلاند,تآيلاند,,,word,,,new,0,
thematisch,موضوعي,تهماتيش,,,word,,,new,0,
tippen,مقبض,تيببن,,,word,,,new,0,
toll,عظيم,تولل,,,word,,,new,0,
top,قمة,توب,,,word,,,new,0,
topaktuell,محدّث,توباكتولل,,,word,,,new,0,
tot,ميت,توت,,,word,,,new,0,
total,المجموع,توتال,,,word,,,new,0,
tragen,يحمل,تراغن,,,word,,,learning,23,
trainieren,يدرب,ترآينيرن,,,word,,,new,0,
transportieren,ينقل,ترانزبورتيرن,,,word,,,new,0,
Traum-,حلم-,ترآوم-,,,word,,,new,0,
traurig,حزين,ترآوريغ,,,word,,,new,0,
treffen,يقابل,ترِففن,,,word,,,new,0,
trennbar,قابل للفصل,ترننبار,,,word,,,new,0,
trinken,شرب,ترينكن,,,word,,,new,0,
Tschechien,الجمهورية التشيكية,تشِشين,,,word,,,new,0,
tschüs,الوداع,تشوز,,,word,,,new,0,
typisch,عادي,تيبيش,,,word,,,new,0,
Türkisch,تركي,توركيش,,,word,,,new,0,
Uhr,ساعة,وهر,,,word,,,new,0,
um,ل,وم,,,word,,,new,0,
um (+ A.),أم (+ أ.),وم (+ ا.),,,phrase,,,new,0,
umsehen,انظر حولك,ومزِهن,,,word,,,new,0,
umsteigen,تحويل,ومزتآيغن,,,word,,,new,0,
umtauschen,تبادل,ومتآوشن,,,word,,,new,0,
umziehen,يتحرك,ومتسيهن,,,word,,,new,0,
unabhängig,مستقل,ونابهينغيغ,,,word,,,new,0,
unangenehm,غير سار,ونانغنِهم,,,word,,,new,0,
unbedingt,قطعاً,ونبهدينغت,,,word,,,new,0,
unbestimmt,غير محدد,ونبهزتيممت,,,word,,,new,0,
und,و,أوند,,,word,,,new,0,
Ungarisch,المجرية,ونغاريش,,,word,,,new,0,
ungefähr,تقريبًا,ونغهفيهر,,,word,,,new,0,
unglücklich,تعيس,ونغلوكليش,,,word,,,new,0,
unhöflich,غير مهذب,ونهوِفليش,,,word,,,new,0,
unnötig,غير ضروري,وننوِتيغ,,,word,,,new,0,
unordentlich,فوضوي,ونوردنتليش,,,word,,,new,0,
unregelmäßig,غير منتظم,ونرِغلميسيغ,,,word,,,new,0,
uns,نحن,ونز,,,word,,,new,0,
unser,ملكنا,ونزر,,,word,,,new,0,
unsympathisch,غير سار,ونزيمباتيش,,,word,,,new,0,
unter (+D.),تحت (+D.),أونتر (+د.),,,phrase,,,new,0,
unterhalten,ترفيه,ونترهالتن,,,word,,,new,0,
unterrichten,التدريس,ونترريشتن,,,word,,,new,0,
unterschreiben,لافتة,ونترشرآيبن,,,word,,,new,0,
unterstreichen,ضع خطاً تحته,ونترزترآيشن,,,word,,,new,0,
untersuchen,يفتش,ونترزوخن,,,word,,,new,0,
unterwegs,في الطريق,ونترفِغز,,,word,,,new,0,
unwichtig,غير مهم,ونفيشتيغ,,,word,,,new,0,
variieren,يتغير,فارييرن,,,word,,,new,0,
verabreden,حدد موعداً,فرابرِدن,,,word,,,new,0,
verabschieden,وداعا,فرابشيدن,,,word,,,new,0,
verbinden,يتصل,فربيندن,,,word,,,new,0,
verboten,مُحرَّم,فربوتن,,,word,,,new,0,
verdienen,يكسب,فردينن,,,word,,,new,0,
vereinbaren,يوافق,فرآينبارن,,,word,,,new,0,
vergleichen,يقارن,فرغلآيشن,,,word,,,new,0,
verkaufen,يبيع,فركآوفن,,,word,,,new,0,
verletzt,مصاب,فرلِتست,,,word,,,new,0,
verlieren,يخسر,فرليرن,,,word,,,new,0,
verlängern,يمتد,فرلينغرن,,,word,,,new,0,
vermieten,إيجار,فرميتن,,,word,,,new,0,
vermuten,يفترض,فرموتن,,,word,,,new,0,
verpassen,يفتقد,فرباززن,,,word,,,new,0,
verschieden,مختلف,فرشيدن,,,word,,,new,0,
verspätet,تأخير,فرزبيتهت,,,word,,,new,0,
versuchen,محاولة,فرزوخن,,,word,,,new,0,
verwenden,يستخدم,فرفندن,,,word,,,new,0,
verändern,يتغير,فريندرن,,,word,,,new,0,
viel,كثيراً,فيل,,,word,,,new,0,
viel zu,أكثر من اللازم بكثير,فيل تسو,,,phrase,,,learning,9,
vier,أربعة,فير,,,word,,,new,0,
vierzehn,أربعة عشر,فيرتسِهن,,,word,,,new,0,
vierzig,أربعون,فيرتسيغ,,,word,,,new,0,
virtuell,افتراضي,فيرتولل,,,word,,,new,0,
voll,ممتلىء,فولل,,,word,,,new,0,
von ... bis,من إلى,فون ... بيز,,,phrase,,,new,0,رموز أو جزء مبتور يحتاج مراجعة
von ...nach (+D.),من ... إلى (+D.),فون ...ناخ (+د.),,,phrase,,,new,0,رموز أو جزء مبتور يحتاج مراجعة
von ...zu (+D.),من ... إلى (+D.),فون ...تسو (+د.),,,phrase,,,new,0,رموز أو جزء مبتور يحتاج مراجعة
von (+ D.),من (+ د.),فون (+ د.),,,phrase,,,new,0,
vor (+ D.),قبل (+ د.),فور (+ د.),,,phrase,,,new,0,
vorbei sein,انتهى,فوربآي زآين,,,phrase,,,new,0,
vorbereiten,يحضر,فوربرآيتن,,,word,,,new,0,
vorgestern,أول أمس,فورغهزترن,,,word,,,new,0,
vorher,سابقًا,فورهر,,,word,,,new,0,
vorne,أمام,فورنه,,,word,,,new,0,
vorschlagen,يقترح,فورشلاغن,,,word,,,new,0,
vorsichtig,حذر,فورزيشتيغ,,,word,,,new,0,
vorspielen,يلعب,فورزبيلن,,,word,,,new,0,
vorstellen,يقدم,فورزتللن,,,word,,,new,0,
wach,مستيقظ,فاخ,,,word,,,new,0,
wahr,حقيقي,فاهر,,,word,,,new,0,
wahrscheinlich,من المحتمل,فاهرشآينليش,,,word,,,new,0,
wandern,رحلة مشي,فاندرن,,,word,,,new,0,
wann,متى,فان,,,word,,,new,0,
warm,دافيء,فارم,,,word,,,new,0,
warten,انتظر,فارتن,,,word,,,new,0,
was,ماذا,فاس,,,word,,,new,0,
waschen,غسل,فاشن,,,word,,,new,0,
wechseln,يتغير,فِشزلن,,,word,,,new,0,
wecken,استيقظ,فِكن,,,word,,,new,0,
weg sein,ابتعد,فِغ زآين,,,phrase,,,new,0,
wegfahren,انطلق بالسيارة,فِغفاهرن,,,word,,,new,0,
wegräumen,يُحفظ جانبا,فِغرأويمن,,,word,,,new,0,
wehltun,شعور جيد,فِهلتون,,,word,,,new,0,
weit,بعيد,فآيت,,,word,,,new,0,
weiter,إضافي,فآيتر,,,word,,,new,0,
weitere,أكثر,فآيتره,,,word,,,new,0,
weiterflüstern,همس,فآيترفلوزترن,,,word,,,new,0,
weiterhelfen,يساعد,فآيترهلفن,,,word,,,new,0,
weiterjhören,استمع للمزيد,فآيتريهورن,,,word,,,new,0,
weiterleiten,إلى الأمام,فآيترلآيتن,,,word,,,new,0,
weitermachen,يكمل,فآيترماخن,,,word,,,new,0,
weitersuchen,استمر في البحث,فآيترزوخن,,,word,,,new,0,
weiß,أبيض,فآيس,,,word,,,new,0,
welche,أيّ,فلشه,,,word,,,new,0,
weltweit,على مستوى العالم,فلتفآيت,,,word,,,new,0,
wem,مَن,فِم,,,word,,,new,0,
wen,من,فن,,,word,,,new,0,
wenigstens,على الأقل,فنيغزتنز,,,word,,,new,0,
wer,من,فير,,,word,,,new,0,
werden,يصبح,فردن,,,word,,,new,0,
wichtig,مهم,فيشتيغ,,,word,,,new,0,
wie,كيف,في,,,word,,,new,0,
wie bitte,عفواً، ماذا؟,في بيته,,,phrase,,,new,0,
wie lange,حتى متى,في لانغه,,,phrase,,,new,0,
wie viel,كم ثمن,في فيل,,,phrase,,,new,0,
wiedergeben,إعادة إنتاج,فيدرغهبن,,,word,,,new,0,
wiederholen,يكرر,فيدرهولن,,,word,,,new,0,
wiegen,وزن,فيغن,,,word,,,new,0,
willkommen,مرحباً,فيللكوممن,,,word,,,new,0,
windig,عاصف,فينديغ,,,word,,,new,0,
wir,نحن,فير,,,word,,,new,0,
wirklich,حقًا,فيركليش,,,word,,,new,0,
Wirtschaft,عمل,فيرتشافت,,,word,,,new,0,
wissen,معرفة,فيززن,,,word,,,new,0,
wo,أين,فو,,,word,,,new,0,
wofür,لماذا؟,فوفور,,,word,,,new,0,
woher,من أين,فوهر,,,word,,,new,0,
wohin,أين,فوهين,,,word,,,new,0,
wohlfühlen,شعور جيد,فوهلفوهلن,,,word,,,new,0,
worum,ماذا عن,فوروم,,,word,,,new,0,
worüber,عن ما,فوروبر,,,word,,,new,0,
wovon,منها,فوفون,,,word,,,new,0,
wunderbar,رائع,فوندربار,,,word,,,new,0,
wunderschön,جميل,فوندرشون,,,word,,,new,0,
wählen,يختار,فيهلن,,,word,,,new,0,
wünschen,يتمنى,فونشن,,,word,,,new,0,
würfeln,ألقِ النرد,فورفلن,,,word,,,new,0,
Yoga,اليوغا,يوغا,,,word,,,new,0,
zahlen,يدفع,تساهلن,,,word,,,new,0,
zehn,عشرة,تسِهن,,,word,,,new,0,
zeichnen,يرسم,تسآيشنن,,,word,,,new,0,
zeigen,يعرض,تسآيغن,,,word,,,new,0,
zentral,وسط المدينة,تسنترال,,,word,,,new,0,
zerlegen,فكك,تسرلِغن,,,word,,,new,0,
ziehen,يحذب,تسيهن,,,word,,,new,0,
zu,ل,تسو,,,word,,,new,0,
zu Fuß,سيراً على الأقدام,تسو فوس,,,phrase,,,new,0,
zu Hause,في البيت,تسو هآوزه,,,phrase,,,new,0,
zu Mittagessen,لتناول الغداء,تسو ميتتاغهززن,,,phrase,,,new,0,
zu sein,يكون,تسو زآين,,,phrase,,,new,0,
zu (+ D.),إلى (+ د.),تسو (+ د.),,,phrase,,,new,0,
zubereiten,يحضر,تسوبرآيتن,,,word,,,overdue,42,
zufrieden,راضي,تسوفريدن,,,word,,,new,0,
zuhaben,أن يكون لديك,تسوهابن,,,word,,,new,0,
zuhören,يستمع,تسوهورن,,,word,,,new,0,
zuletzt,آخر,تسولِتست,,,word,,,new,0,
zum Beispiel,على سبيل المثال,تسوم بآيزبيل,,,phrase,,,weak,47,
zum Schluss,ختاماً,تسوم شلوزز,,,phrase,,,new,0,
zum Wohl,لصالح,تسوم فوهل,,,phrase,,,new,0,
zumachen,يغلق,تسوماخن,,,word,,,new,0,
Zumba,زومبا,تسومبا,,,word,,,new,0,
zunehmen,زيادة الوزن,تسونِهمن,,,word,,,new,0,
zuordnen,تعيين,تسووردنن,,,word,,,new,0,
zurzeit,حالياً,تسورتسآيت,,,word,,,new,0,
zurückfahren,العودة بالسيارة,تسوروكفاهرن,,,word,,,new,0,
zurückfinden,اعثر على طريق العودة,تسوروكفيندن,,,word,,,new,0,
zurückkommen,عد,تسوروككوممن,,,word,,,new,0,
zurückrufen,أتصل مرة أخرى,تسوروكروفن,,,word,,,new,0,
zurückschicken,يعيد الإرسال / يرسل مجدداً,تسوروكشيكن,,,word,,,new,0,
zusagen,يوافق / يؤكد,تسوزاغن,,,word,,,new,0,
zusammen,معاً,تسوزاممن,,,word,,,new,0,
zusammengehören,ينتميان لبعضهما البعض,تسوزاممنغههورن,,,word,,,new,0,
zusammenleben,العيش معًا,تسوزاممنلِبن,,,word,,,new,0,
zusammenpassen,يتناسبان / يلائمان بعضهما,تسوزاممنباززن,,,word,,,new,0,
zustimmen,يوافق,تسوزتيممن,,,word,,,new,0,
zwanzig,عشرون,تسفانتسيغ,,,word,,,new,0,
zwei,اثنين,تسفآي,,,word,,,new,0,
zweimal,مرتين,تسفآيمال,,,word,,,new,0,
zweit,ثانية,تسفآيت,,,word,,,new,0,
zwischen (+D.),بين (+D.),تسفيشن (+د.),,,phrase,,,new,0,
zwölf,اثنا عشر,تسفولف,,,word,,,new,0,
ähnlich,مشابه,يهنليش,,,word,,,new,0,
ändern,يتغير,يندرن,,,word,,,new,0,
ärgerlich,مزعج,يرغرليش,,,word,,,new,0,
ärgern,ضايق,يرغرن,,,word,,,new,0,
öffentlich,عام,وِففنتليش,,,word,,,new,0,
öffnen,يفتح,وِففنن,,,word,,,new,0,
Österreich,النمسا,وِزتررآيش,,,word,,,new,0,
über,فوق,أوبر,,,word,,,new,0,
über (+ A.),حول (+ أ.),أوبر (+ ا.),,,phrase,,,new,0,
über (+ D.),حول (+ د.),أوبر (+ د.),,,phrase,,,new,0,
